Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
8347,Winterlight Labs,,11 - 50,4.73,3,4.23,venture_a,Early Stage Venture,4.0,4360044.0,crunchbase,Toronto,Canada,Canada,['Winterlight'],,Pacific Health Ventures;Hikma Ventures;Grey Sky Venture Partners;First Star Ventures,,Ontario,473c83e74ad830eed183ea4021ab6b91, M5G 0B7,winterlight
8348,Vertebrae,,11 - 50,10.0,1,10.0,venture_a,Early Stage Venture,,5475279.0,crunchbase,Santa Monica,United States,US-West,,Greater Los Angeles,,,California,cb490a6f6de89430dd6b06b2bbe8a5ba,90401,vertebrae
8349,Choice Legal,,51 - 100,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,16270115.0,crunchbase,Tampa,United States,US-Central,,Florida,Stonehenge Growth Equity,,Florida,31d980a7b54c56539ba5d7f6e78d9206,33619,choice-legal
8350,Open Up Resources,,11 - 50,10.0,1,10.0,venture_unknown,Late Stage Venture,,152550.0,crunchbase,Koniz,Switzerland,GSA,,,,,Bern,d1c175a84e63ce711bf8558c2a78b0de,3098,open-up-resources
8351,LumaTax,,1 - 10,7.0,3,2.0,venture_unknown,Late Stage Venture,5.0,1880288.0,crunchbase,Seattle,United States,US-West,,Pacific Northwest,Madrona Venture Group;Vulcan Capital;Cowboy Ventures;KPMG Capital;Greycroft,,Washington,a6f6823840798908da0d80421467a369,98104,lumatax
8352,FreightWaves,,101 - 250,39.4,4,21.0,venture_b,Early Stage Venture,13.0,60736.0,crunchbase,Chattanooga,United States,US-Central,"['Transrisk', 'transfx', 'transvix', 'BiTA ', 'Blockchain in transport ', 'TransFX']","Southeast (Alabama, Carolinas, Georgia, Tennessee)",Mobility Ventures;Diversified Systems;Ascend Venture Capital;Apple;Rise of the Rest;Prologis;Pritzker Group Venture Capital;Fontinalis Partners;Story Ventures;Hearst Ventures;8VC;Engage Ventures,"Beachum Jr., Kelvin",Tennessee,eeec1a17c367a1b7bc4a58e9ca278411,37402,freightwaves
8353,GALORE Media,,51 - 100,0.0,1,0.0,venture_a,Early Stage Venture,2.0,318756.0,crunchbase,Brooklyn,United States,US-East,,New York,C Ventures,"Cheng, Adrian",New York,6af533b1fa5c0644e3915ac3dd9d5a57,11237,galore-media
8354,PikMyKid,,11 - 50,1.81,3,0.75,venture_unknown,Late Stage Venture,3.0,869136.0,crunchbase,Tampa,United States,US-Central,,Florida,Florida Funders;DeepWork Capital,"Naik, Rajankumar",Florida,32cb603d1a5b01e95d684bce48d4f2f9,33634,pikmykid
8355,"Transform, Inc.",,11 - 50,3.478,3,3.478,venture_unknown,Late Stage Venture,,11143184.0,crunchbase,Seattle,United States,US-West,,Pacific Northwest,,,Washington,e24677e72d27223c813f30414e0e8fce,98104,transform-inc
8356,Beijing Gene+ Technology,,,65.38770699999999,3,28.0,venture_b,Early Stage Venture,6.0,437731.0,crunchbase,Changping,China,Greater China,"['吉因加科技', 'Gene+']",,UEC Group;Green Pine Capital Partners;Co-Stone Venture Capital;Volcanics Venture;BGI Genomics;Desun Investments,,Beijing,2c78fc8c6591f6d36e541d07ad3eb1c0,,beijing-gene-technology
8357,RailsBank,,51 - 100,14.351907999999998,5,10.0,venture_a,Early Stage Venture,6.0,1389089.0,crunchbase,London,United Kingdom,UK&I,,,Moneta VC;Clocktower Technology Ventures;Firestartr;Singlife;CreditEase Fintech Investment Fund,"Adelsbach, Chris",England,874a32b1b3ac0041b1a360fc8930a881,,railsbank
8358,Land Life Company,,11 - 50,6.603541000000001,2,4.022965,venture_a,Early Stage Venture,3.0,2954016.0,crunchbase,Amsterdam,Netherlands,WEM,,,DOEN Participaties,"Grantham, Jeremy;Grantham, Hannelore",Noord-Holland,0f2bbfc3f91a1e2371b424faa351a3d0,1092,land-life-company
8359,Sofregen Medical,,11 - 50,22.304666,3,8.0,venture_b,Early Stage Venture,1.0,,crunchbase,Cambridge,United States,US-East,,New England,Anzu Partners,,Massachusetts,12dcb235b3ac444151a398a427013dbb,02142,sofregen-medical
8360,Luminance,,11 - 50,23.0,3,100.0,venture_b,Early Stage Venture,3.0,3429392.0,crunchbase,Cambridge,United Kingdom,UK&I,['Luminance Technologies'],,Invoke Capital Partners;Talis Capital;Slaughter and May,,Cambridgeshire,26fd8af7efdbe55ae6593bfa2872c08b,CB4 0DS,luminance
8361,masii,,11 - 50,2.431323,2,2.431323,venture_a,Early Stage Venture,2.0,110267.0,crunchbase,Bang Kapi,Thailand,Asean,,,B.Grimm;European venture capital fund,,Samut Prakan,9c289b773247f2dc36c9bfe2591ec825,,masii
8362,Lilu,,1 - 10,0.15,5,0.0,venture_unknown,Late Stage Venture,1.0,6864898.0,crunchbase,New York,United States,US-East,['Lilu Inc'],New York,Dreamit Ventures,,New York,309afda474d7ad94e393649b2f8a6496,10004,lilu-inc
8363,Paxos,,51 - 100,93.25,3,65.0,venture_b,Early Stage Venture,3.0,337454.0,crunchbase,New York,United States,,,,RRE Ventures;Liberty City Ventures,"Jordan, Jay",New York,46a4b2aef9f5de193c982cbb15916e55,,paxos
8364,STRAX Intelligence Group,,11 - 50,18.931,4,6.0,venture_b,Early Stage Venture,2.0,10008853.0,crunchbase,Boca Raton,United States,US-Central,"['EagleEye Intelligence', 'STRAX Technologies LLC']",Florida,Responder Ventures;Stonehenge Growth Equity,,Florida,8db95938e27076981f79ff7f3f84e25d,33487,eagleeye-intelligence-llc
8365,Synthomics,,1 - 10,1.14,3,0.0,venture_unknown,Late Stage Venture,1.0,28199602.0,crunchbase,Menlo Park,United States,US-West,,Northern California,TSVC,,California,f4099196f3ee14f4be1bda9539e3e8dd,94025,synthomics
8366,Hero Electric,,51 - 100,22.119612,1,22.119612,venture_unknown,Late Stage Venture,1.0,648885.0,crunchbase,New Delhi,India,India,,,Alpha Capital,,Delhi,3c61e7e86cd4f45e1e1fd35638d3ff6c,110020,hero-electric
8367,WattGlass,,,0.679413,2,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Fayetteville,United States,US-West,,Southwest,DSM Venturing,,Arkansas,0c6ed0733a0d8bfd96877e08f8adc151,72701,wattglass
8368,"LightIntegra Technology, Inc.",,11 - 50,8.8,2,5.3,venture_a,Early Stage Venture,5.0,23885141.0,crunchbase,Vancouver,Canada,Canada,"['LIT', 'LightIntegra']",,Tower Beach Capital;Coleco Investments;Genome British Columbia;Boardwalk Ventures;Quimby Investments,,British Columbia,5f7cef9d13fa6827220371d88b1629f3,V5N 3G9,lightintegra-technology
8369,PublicVibe,,11 - 50,0.1,2,0.0,venture_unknown,Late Stage Venture,3.0,100665.0,crunchbase,Hyderabad,India,India,,,Anthill Ventures;Indian Angel Network;Hyderabad Angels,,Andhra Pradesh,a9d68b937e03f79a03868e4457bc3c5a,500081,newsdistill
8370,Ibex Innovations,,11 - 50,9.395228,7,1.26292,venture_unknown,Late Stage Venture,1.0,25862429.0,crunchbase,Sedgefield,United Kingdom,UK&I,['Eshtech'],,IP Group Plc,,Durham,772d41485cfb6f16cf868333369a3491,TS21 3FH,ibex-innovations
8371,CloudLex,,251 - 500,7.7,2,4.0,venture_b,Early Stage Venture,2.0,1078366.0,crunchbase,New York,United States,US-East,,New York,Aligned Partners;Axis Capital Partners,,New York,190b0def689522fb777e6e3bde53d9a2,10016,cloudlex-inc
8372,Adgero Biopharmaceuticals,,1 - 10,15.1,3,3.4,venture_unknown,Late Stage Venture,1.0,,crunchbase,Princeton,United States,US-East,,New Jersey,SternAegis,,New Jersey,43edb0f75f25e76675225050615a4fd3,08540,adgero-biopharmaceuticals
8373,RecVue,,11 - 50,7.0,2,5.0,venture_unknown,Late Stage Venture,3.0,1552177.0,crunchbase,Palo Alto,United States,US-West,,Northern California,Long Light Capital;Cota Capital;EPIC Ventures,,California,ad2b95e9c7d4ea9eb7255529b96a5f43,94303,recvue
8374,Small Teaser,,1 - 10,0.967351,3,0.912356,venture_a,Early Stage Venture,5.0,4877043.0,crunchbase,Hasselt,Belgium,WEM,,,Limburgse Reconversie Maatschappij;The CoFoundry,"Bekkers, Frank;Claeys, Bart;Desmedt, Koen",Limburg,5d2918a9e8989eb328d87b83cde9eaae,3500,small-teaser
8375,Evolution News,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Seattle,United States,US-West,,Pacific Northwest,Interplay Ventures,,Washington,65f6cff117b00ebcce039c8d3729e656,98104,evolution-news
8376,Bellus3D,,1 - 10,0.0,1,0.0,venture_a,Early Stage Venture,1.0,1358559.0,crunchbase,Campbell,United States,US-West,,Northern California,Glory Ventures,,California,98ac43837484ea0ed2b015ab29888f89,95008,bellus-3d-inc
8377,Legal Desk,,1 - 10,0.0,3,0.0,venture_unknown,Late Stage Venture,1.0,266855.0,crunchbase,Copenhagen,Denmark,Nordics,,,Seed Capital,,Hovedstaden,66ec4354281c8ee0f29a194ffab77cfb,,legal-desk
8378,primoceler,,11 - 50,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Tampere,Finland,Nordics,,,Privanet,,Western Finland,a12ba021943bf4875c1f9271952d257b,33720,primoceler
8379,Leeroy,,11 - 50,9.310009,5,0.0,venture_unknown,Late Stage Venture,1.0,1219854.0,crunchbase,Stockholm,Sweden,Nordics,['Leeroy Group'],,Axel Johnson,,Stockholms Lan,444887ffcff8501cb416e6f08d7496ed,116 21,leeroy
8380,Isbit Games,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,14365179.0,crunchbase,Stockholm,Sweden,Nordics,,,,"Ibrahimovic, Zlatan",Stockholms Lan,84c5144e69314626ad512f9e798f9fcc,113 58,isbit-games
8381,Changing Health,,11 - 50,5.0713040000000005,2,3.796454,venture_a,Early Stage Venture,3.0,5302296.0,crunchbase,Newcastle Upon Tyne,United Kingdom,UK&I,,,Tate & Lyle Ventures;SHIFT Invest;Northstar Ventures,,Newcastle upon Tyne,a299e063b5f1934b3a116fe712ae29aa,NE1 4JE,changing-health
8382,Homelyfe,,11 - 50,3.185559,1,3.185559,venture_unknown,Late Stage Venture,2.0,14393636.0,crunchbase,London,United Kingdom,UK&I,,,Talis Capital;Peterson Ventures,,England,746c1c6dd3319d34b6375d6e67dc0c49,EC2A 2BS,homelyfe
8383,Femeda,,,9.330762,6,0.208,venture_unknown,Late Stage Venture,3.0,24345936.0,crunchbase,Cramlington,United Kingdom,UK&I,,,EV;Hotspur Capital;Northstar Ventures,,Northumberland,4b807220cfdab9713e29ec875bacf75f,NE23 1WD,femeda
8384,Vortex Oil Engineering,,1 - 10,1.404506,2,0.546247,venture_unknown,Late Stage Venture,2.0,26595182.0,crunchbase,Warsaw,Poland,CESA,,,Giza Polish Ventures (GPV);StartUp HUB Poland,,Mazowieckie,0b2ca4e504c2c25f712f10610169299b,,vortex-oil
8385,Arquer Diagnostics,,1 - 10,8.794407000000001,7,0.0,venture_b,Early Stage Venture,1.0,,crunchbase,Sunderland,United Kingdom,UK&I,['UroSens'],,Northstar Ventures,,Cumbria,b2bd6415692e549a4eab73e675a776ec,SR5 2TA,arquer
8386,"MOIN, Inc.",,11 - 50,2.3,4,2.3,venture_a,Early Stage Venture,5.0,806425.0,crunchbase,Seoul,South Korea,Korea,['MOIN'],,"BA Partners;Capstone Partners Co., Ltd.;Honest Ventures;Bokwang Investment;The Wells Investment",,Seoul-t'ukpyolsi,4f8aa7f0415c516f620d26f8bb7a4e84,06621,moin-inc
8387,iKuai,,,0.0,3,0.0,venture_c,Late Stage Venture,1.0,47471.0,crunchbase,Beijing,China,Greater China,"['全讯汇聚网络科技（北京）有限公司', '爱快', 'Quanxun Huiju Wangluo Keji (Beijing) Youxian Gongsi']",,Thunder Network,,Beijing,832d771e6826d4c9754cb59a94bb5c1c,,ikuai
8388,H.Extract,,,5.904,2,5.904,venture_b,Early Stage Venture,3.0,,crunchbase,Qingdao Shi,China,Greater China,"['利和萃取', 'Lihe Cuiqu', 'Lihe Extract']",,Qingdao Metro Financial Holdings;Haidilao Group;Gansu Xuanyuan Pharmaceutical Development,,Shandong,c8bbb2db43d11c6db6e3ac56fdb03b8a,,lihe-extract
8389,Change Labs,,1 - 10,2.2,3,1.4,venture_unknown,Late Stage Venture,,,crunchbase,New York,United States,US-East,['Change'],New York,,,New York,14ef516942cc9a2da871b2b96bbe6ac5,10004,change-labs-2
8390,SalesPreso,,11 - 50,1.512859,1,1.512859,venture_a,Early Stage Venture,2.0,7326155.0,crunchbase,Melbourne,Australia,Oceania,,,SalesPreso;Sapien Ventures,,Victoria,14089a16d4b1120b6434aeb412528da5,3121,salespreso
8391,Secure Food Solutions,,,0.1,3,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Memphis,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Innova Memphis,,Tennessee,a3b3502aaa4cf94ab5a4177a15e34c6c,38103,secure-food-solutions
8392,ODDM,,11 - 50,4.359407,1,4.359407,venture_unknown,Late Stage Venture,1.0,6876200.0,crunchbase,Seoul,South Korea,Korea,,,Korea Omega Investment,,Seoul-t'ukpyolsi,1c0997da77cfa50bca867eca1766188b,,oddm
8393,Textual,,11 - 50,1.294151,1,1.294151,venture_unknown,Late Stage Venture,,4452936.0,crunchbase,Gothenburg,Sweden,Nordics,,,,,Vastra Gotaland,8eea47d04ff80e519728462f8641fe4b,41292,textual-relations
8394,Panda TV,,,242.602089,2,145.125854,venture_b,Early Stage Venture,4.0,181182.0,crunchbase,Shanghai,China,Greater China,"['上海熊猫互娱文化有限公司', '熊猫直播', 'Xiongmao Zhibo']",,Light Source Capital;Bright Stone;Working Capital;Hanfor (Beijing) Capital Management,,Shanghai,bc94992aed989a9a10f6900cda62670a,200949,panda-tv
8395,Channel Mum,,11 - 50,7.265677,2,4.657445,venture_unknown,Late Stage Venture,2.0,260023.0,crunchbase,London,United Kingdom,UK&I,,,Downing Ventures;NVM Private Equity,,England,7f38ac01c63ea610a3c382e9174f6795,,channel-mum
8396,TenNor Therapeutics,,1 - 10,25.0,2,25.0,venture_b,Early Stage Venture,5.0,,crunchbase,Westfield,United States,US-East,,New Jersey,Relativity Healthcare Partners;Northern Light Venture Capital;Frontline BioVentures;Oriza Ventures;WuXi Healthcare Ventures,,New Jersey,bd0468d3771aeeb7b91ff7c7ce6bc1d3,07090,tennor-therapeutics
8397,Gasolead,,11 - 50,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Paris,France,WEM,,,AXA Venture Partners,,Ile-de-France,ab2e9a212a1b3a0de96ed136397e9965,75013,gasolead
8398,Sparks Dynamics,,1 - 10,1.0,1,1.0,venture_unknown,Late Stage Venture,,,crunchbase,Baltimore,United States,US-East,,Mid-Atlantic,,,Maryland,e111a562f9ceab90d7d055e421acc54e,21227,sparks-dynamics
8399,WeFind,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,1885107.0,crunchbase,Palo Alto,United States,US-West,,Northern California,UpWest,,California,b93d2d40eb3ebaf6dc97972add30457d,94306,wefind
8400,Cambridge Nutraceuticals,,,4.05917,2,2.53361,venture_unknown,Late Stage Venture,1.0,9787938.0,crunchbase,Cambridge,United States,,,,SyndicateRoom,,Massachusetts,e5549da9eedba079eefc6cc7183d96d3,CB5 8AQ,cambridge-nutraceuticals
8401,Riot,,,5.0,1,5.0,venture_unknown,Late Stage Venture,1.0,75106.0,crunchbase,London,United Kingdom,UK&I,,,Status.im,,England,2682cbf7cd36ea781f0601f3b47c0224,WC1V 6XX,riot-3
8402,DarkVision Technologies,,11 - 50,8.0,1,8.0,venture_a,Early Stage Venture,2.0,20589972.0,crunchbase,North Vancouver,Canada,Canada,,,Evok Innovations;BDC Venture Capital,,British Columbia,6d06221d2e7c6427a75a9fd641c7e033,V7H 0A1,darkvision-technologies
8403,Liushanmen,,,2.913668,1,2.913668,venture_a,Early Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,"['北京六膳门科技有限公司', '六膳门']",,GSR United Capital;Matrix Partners China;UnityVC,,Beijing,2183a385abcc18d5f9134d69406bc10a,,liushanmen
8404,Peptinnovate,,1 - 10,5.235462999999998,3,0.287878,venture_unknown,Late Stage Venture,1.0,23140395.0,crunchbase,Stevenage,United Kingdom,UK&I,,,24 Haymarket,,Herefordshire,f2e1ddacf0a7e7b93a20d0ed2dc30526,"SG1 2FX

",peptinnovate
8405,Utelogy,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,,6515244.0,crunchbase,Costa Mesa,United States,US-West,,Pacific Southwest (Orange County and San Diego),,,California,d215ccadd459d82289ab576389f6c766,92626,utelogy
8406,LeSee,,501 - 1000,1080.0,1,1080.0,venture_a,Early Stage Venture,7.0,,crunchbase,Beijing,China,Greater China,,,Shenzhen Capital Group;Macrolink Group;Yingda Capital Management;China Minsheng Trust;Hongzhao Capital;Lenovo;Legend Holdings,,Beijing,36167688b898790580c8574237813f9b,,lesee
8407,CORNAMI,,11 - 50,6.4860000000000015,3,1.686,venture_unknown,Late Stage Venture,,8921295.0,crunchbase,Santa Clara,United States,US-West,,Northern California,,,California,142118a84b271e76d00ec4e7436c0862,95050,cornami
8408,Vestwell,,11 - 50,42.5,3,30.0,venture_b,Early Stage Venture,9.0,949679.0,crunchbase,New York,United States,US-East,['Vestwell'],New York,Point72 Ventures;F-Prime Capital;Primary Venture Partners;FinTech Collective;BNY Mellon;Goldman Sachs Principal Strategic Investments;Commerce Ventures;Franklin Templeton Investments;Allianz Life Ventures,,New York,7478def3bb2d6a83235da095d61c10f7,10018,vestwell
8409,Outdoor Access,,1 - 10,3.8,3,2.8,venture_a,Early Stage Venture,1.0,1569080.0,crunchbase,Richmond,United States,US-East,,Mid-Atlantic,VentureSouth,,Virginia,9d04e0aa596d4a7dc0aacbc0b48d20e4,23219,outdoor-access
8410,Immortagen,,1 - 10,0.0,1,0.0,venture_a,Early Stage Venture,,23248365.0,crunchbase,Coralville,United States,US-Central,,Heartland,,,Iowa,24983e06a4a8093cdc4f17c7397c3f7b,52241,immortagen
8411,spineart,,101 - 250,33.457871000000004,1,33.457871000000004,venture_unknown,Late Stage Venture,1.0,4114201.0,crunchbase,Plan-les-ouates,Switzerland,GSA,,,Gimv,,Geneve,675706e71633cc2f8ed10dc31373d349,1228,spineart
8412,EnglishEdge,,11 - 50,1.0,1,1.0,venture_a,Early Stage Venture,1.0,678451.0,crunchbase,Noida,India,India,,,Gray Matters Capital,,Uttar Pradesh,a8c19901e8fdaa0a6ed69f415d335924,,englishedge
8413,Mobility Work,,11 - 50,2.617951,2,1.431761,venture_b,Early Stage Venture,,763806.0,crunchbase,Paris,France,WEM,['Mobility Work CMMS'],,,,Ile-de-France,ec8080b39b5ca9ef73dfd538ae3ca708,75008,mobility-work
8414,ShowGizmo,,11 - 50,1.6904580000000002,6,0.0,venture_unknown,Late Stage Venture,,29374164.0,crunchbase,Wellington,New Zealand,Oceania,,,,,Wellington,00e32b02965aed4d2e41b2a551b29ff8,6011,showgizmo
8415,MixCart.ru,,51 - 100,0.87,2,0.62,venture_a,Early Stage Venture,,993176.0,crunchbase,Moscow,Russian Federation,CESA,,,,,Moscow City,50a7fe045e2d1f62e5301598a9e7be54,151555,f-keeper-ru
8416,Clipper Advisor,,11 - 50,4.0,3,2.5,venture_a,Early Stage Venture,,31522678.0,crunchbase,Greenwich,United States,,,,,,Connecticut,03a8510d297ec4e78b57e2f613dc163c,,clipper-advisor-llc
8417,AID:Tech,,11 - 50,1.18035,7,0.0,venture_unknown,Late Stage Venture,1.0,3705227.0,crunchbase,Dublin,Ireland,UK&I,,,Tribe Accelerator,,Dublin,0052bd882c89e88135330cff4c853d2c,"Dublin 2
",aid-tech
8418,Datasine,,11 - 50,6.378557,4,5.2,venture_a,Early Stage Venture,4.0,2592091.0,crunchbase,London,United Kingdom,UK&I,,,Pentech Ventures;C. Entrepreneurs;Sistema_VC;Propel Venture Partners,,England,0c5454581e4f34621dc4b370ed33ff58,W2 6BD,datasine
8419,Scholr,,11 - 50,0.0,2,0.0,venture_unknown,Late Stage Venture,2.0,327162.0,crunchbase,Mumbai,India,India,,,Xseed Partners;50K Ventures,,Maharashtra,d2af0929515cff42927fcc6fc28a28d1,400001,scholr
8420,"Embodied, Inc.",,11 - 50,34.392076,4,22.0,venture_a,Early Stage Venture,9.0,6945405.0,crunchbase,Pasadena,United States,,['CareBots '],,OUP (Osage University Partners);HIVE Ventures;Grishin Robotics;Amazon Alexa Fund;Sony Innovation Fund;Jazz Venture Partners;Calibrate Ventures;Toyota AI Ventures;Intel Capital,,California,ff4d1b0043e8fcbac15599a651027ed7,,embodied-inc
8421,Kaizen Health,,11 - 50,4.3,4,0.0,venture_b,Early Stage Venture,3.0,2328681.0,crunchbase,Chicago,United States,,,,Hyde Park Angels (HPA);Lewis & Clark Ventures;UnityPoint Health Ventures,,Illinois,c4358ec7df00c58f9a3c1b53e5cab8ae,,kaizen-health
8422,Visionary Realms,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,,4452452.0,crunchbase,Carlsbad,United States,US-West,,Pacific Southwest (Orange County and San Diego),,,California,fd8d3c94bd36d294c4ff8d0d02a766bf,92009,visionary-realms
8423,Cashtree,,11 - 50,4.0,1,4.0,venture_a,Early Stage Venture,2.0,587683.0,crunchbase,Jakarta,Indonesia,Asean,,,Kakao Ventures;Korea Investment Partners,,Jakarta Raya,ee2e8d17251bf383435d073bf266772b,12870,cashtree
8424,Illusense,,1 - 10,1.6,1,1.6,venture_unknown,Late Stage Venture,2.0,,crunchbase,Vancouver,Canada,Canada,,,VA Angels;Sustainable Development Technology Canada,,British Columbia,ce6b5e8d8613c4ec637ddc5fa7340695,,illusense
8425,Kameo,,1 - 10,1.2,1,1.2,venture_unknown,Late Stage Venture,,769401.0,crunchbase,Stockholm,Sweden,Nordics,,,,,Stockholms Lan,9e9964883d236cd5888d0116391b2581,111 43,kameo
8426,Confluence Pharmaceuticals,,1 - 10,1.5,2,0.2,venture_unknown,Late Stage Venture,1.0,21452746.0,crunchbase,Indianapolis,United States,US-Central,,Midwest,Indiana University Philanthropic Venture Fund,,Indiana,100b5a9ce330ff9a6139fd2cc844cd3a,46202,confluence-pharmaceuticals
8427,ZeroPoint Technologies AB,,1 - 10,1.734333,4,1.289202,venture_unknown,Late Stage Venture,1.0,10297170.0,crunchbase,Göteborg,Sweden,Nordics,,,Chalmers Ventures AB,,Vastra Gotaland,6e4afd9c680408c1b8161d10aa81aefc,,zeropoint-technologies-ab
8428,G-Loot,,51 - 100,42.288572,4,107.009829,venture_unknown,Late Stage Venture,1.0,92374.0,crunchbase,Stockholm,Sweden,Nordics,,,Swedbank Robur,,Stockholms Lan,a72b4134130a9b62a8838b4ae0b0e507,111 45,gumbler
8429,roadtohealth,,,4.0,1,4.0,venture_unknown,Late Stage Venture,1.0,1605809.0,crunchbase,Nottingham,United Kingdom,UK&I,,,R/GA,,Nottingham,4895769a411e9a10faa98bfc83bae5e6,NG1 5FW,roadtohealth
8430,Good Parents Inc.,,1 - 10,6.6,5,0.75,venture_unknown,Late Stage Venture,2.0,13372778.0,crunchbase,San Francisco,United States,US-West,['Kiddo'],Northern California,Wavemaker Partners;Wavemaker 360,,California,6049a80958765cb0641199f2e8247325,94107,good-parents-inc
8431,PurpleDocs,,51 - 100,0.0,1,0.0,venture_unknown,Late Stage Venture,2.0,7240601.0,crunchbase,Ahmedabad,India,India,,,Kelly Gamma;Lead Angels Network,,Gujarat,7bae2a57828124926decb383f26b396a,380051,purpledocs
8432,Nextday Property,,51 - 100,214.256656,6,25.878008,venture_c,Late Stage Venture,3.0,1084928.0,crunchbase,London,United Kingdom,UK&I,,,Picus Capital;Balderton Capital;Northzone,,England,b74de857b46ec6fdc5d953747f093770,EC1N 2ST,nested
8433,Bell English,,251 - 500,11.992764,1,11.992764,venture_a,Early Stage Venture,3.0,592914.0,crunchbase,Cambridge,United Kingdom,UK&I,,,Qualcomm Ventures;Park House Ventures,"Yang, Xiangyang",Cambridgeshire,ecabb74a52444941c33566051fe41d8d,CB2 0QU,bell-english
8434,Theranica,,,41.0,3,35.0,venture_b,Early Stage Venture,6.0,1802404.0,crunchbase,Netanya,Israel,Israel,['Theranica Bio-Electronics'],,aMoon Fund;LionBird;Takoa Invest;Lightspeed Venture Partners;Omron Ventures;Corundum Open Innovations,,HaMerkaz,637fbacea284044cce2b02499c3071ab,4250410,theranica
8435,Imbellus,,51 - 100,22.971,4,14.746,venture_a,Early Stage Venture,4.0,1493286.0,crunchbase,Los Angeles,United States,,,,Thrive Capital;Owl Ventures;Rethink Education;Upfront Ventures,,California,6466ed1e912bcec8eab0d4f2dce60e65,,imbellus
8436,Artios Pharma,,1 - 10,115.582869,3,83.005038,venture_b,Early Stage Venture,10.0,15744034.0,crunchbase,Cambridge,United Kingdom,UK&I,,,Novartis Venture Fund;Merck Capital Ventures;iBank;IP Group Plc;Life Sciences Partners;Arix Bioscience;Andera Partners;Pfizer Venture Investments;SV Health Investors;AbbVie Biotech Ventures,,Cambridgeshire,71ee26d4556b6c49660b5006734dc065,CB22 3AT,artios-pharma
8437,ReUp Education,,11 - 50,6.0,2,6.0,venture_a,Early Stage Venture,7.0,4226694.0,crunchbase,San Francisco,United States,,,,Serious Change;TDM Growth Partners;Impact Engine;Michelson Runway EdTech Accelerator;Heritas Capital Management;Strada Education Network;Bisk Ventures,,California,bc59e24416d23bac3ee5ee23d72a5ea9,,reupeducation
8438,SnapMe,,,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,London,United Kingdom,UK&I,['SnapMe Ltd.'],,Straub Ventures,,England,6ca22bd5456ff284cfdff25667e9c2b1,N1 7GU,snapme
8439,XOR Labs Toronto,,,2.1738880000000003,1,2.1738880000000003,venture_unknown,Late Stage Venture,3.0,,crunchbase,Toronto,Canada,Canada,,,Toronto Innovation Acceleration Partners;XENiOS;Regenesis Limited Partnership,,Ontario,27757132ed7b27873f9e0054472615f0,,xor-labs-toronto
8440,Aptus Value Housing Finance India,,1001 - 5000,193.650593,3,706.7873969999997,venture_unknown,Late Stage Venture,3.0,3682665.0,crunchbase,Chennai,India,India,,,Sequoia Capital India;Malabar Investment Advisors;WestBridge Capital,,Tamil Nadu,5b55f202bb109e53c3f2b43894924427,600 010.,aptus-value-housing-finance-india
8441,swyMed Incorporated,,11 - 50,1.9,3,1.1,venture_unknown,Late Stage Venture,,15829303.0,crunchbase,Lexington,United States,US-East,,New England,,,Massachusetts,2c87b388c705a8321b56f7e352a854ef,02420,swymed-telehealth
8442,Online Promotion UAE,,11 - 50,0.0,1,0.0,venture_b,Early Stage Venture,,,crunchbase,New Delhi,India,India,['Online Promotion UAE'],,,,Delhi,b4a2792fccf860b23ffe5d3935143b92,110008,online-promotion-uae
8443,Conversant,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,,9055773.0,crunchbase,Boulder,United States,,,,,,Colorado,181406f80cb357d20f1f954b4e52eaaa,,conversant-2
8444,Bosszhipin,,501 - 1000,102.0,4,0.0,venture_e,Late Stage Venture,2.0,1265573.0,crunchbase,Chaoyang,China,Greater China,['BOSS直聘'],,Tencent Holdings;36Kr,,Liaoning,b1fe5385bc30c88d8495d87d41e6ed61,,bosszhipin
8445,e-bot7,,51 - 100,9.167072,4,6.094824,venture_a,Early Stage Venture,3.0,583669.0,crunchbase,München,Germany,GSA,,,42CAP;main incubator;RTP Global,,Bayern,d6560d3c1c5c4d937fc2ae5b9b7eb15c,80333,e-bot7
